Frequency (Hz)	Level (dB)
752.929688	-57.272995
753.173828	-57.585724
753.417969	-58.969757
753.662109	-56.191536
753.906250	-55.645935
754.150391	-57.643909
754.394531	-57.030869
754.638672	-57.725319
754.882813	-57.842392
755.126953	-56.659866
755.371094	-58.407562
755.615234	-58.184193
755.859375	-57.128738
756.103516	-58.767082
756.347656	-56.387531
756.591797	-56.932884
756.835938	-58.970684
757.080078	-58.571220
757.324219	-59.013779
757.568359	-57.455494
757.812500	-55.650635
758.056641	-56.693138
758.300781	-56.429146
758.544922	-57.034481
758.789063	-57.814766
759.033203	-52.951767
759.277344	-53.067268
759.521484	-57.097092
759.765625	-54.936630
760.009766	-56.826122
760.253906	-57.535202
760.498047	-56.216164
760.742188	-56.996407
760.986328	-58.408653
761.230469	-58.495800
761.474609	-56.559387
761.718750	-54.897732
761.962891	-55.466068
762.207031	-58.033363
762.451172	-56.772137
762.695313	-56.542526
762.939453	-55.417603
763.183594	-55.099838
763.427734	-56.725288
763.671875	-56.874599
763.916016	-55.519341
764.160156	-58.098217
764.404297	-54.521755
764.648438	-53.090824
764.892578	-55.656544
765.136719	-55.101337
765.380859	-56.220604
765.625000	-58.109203
765.869141	-57.147034
766.113281	-58.302242
766.357422	-57.003403
766.601563	-56.284546
766.845703	-57.243042
767.089844	-53.956699
767.333984	-53.202084
767.578125	-56.056564
767.822266	-54.702999
768.066406	-55.009338
768.310547	-54.998199
768.554688	-55.121647
768.798828	-56.253601
769.042969	-56.072704
769.287109	-55.406784
769.531250	-56.437088
769.775391	-55.450508
770.019531	-53.586605
770.263672	-54.458595
770.507813	-54.232426
770.751953	-55.342651
770.996094	-56.941151
771.240234	-55.637348
771.484375	-54.686230
771.728516	-54.542149
771.972656	-52.175438
772.216797	-53.964642
772.460938	-55.111794
772.705078	-52.879932
772.949219	-52.234264
773.193359	-52.765163
773.437500	-54.188309
773.681641	-54.631538
773.925781	-53.888916
774.169922	-52.883411
774.414063	-53.985958
774.658203	-52.955711
774.902344	-53.555534
775.146484	-52.846405
775.390625	-52.791466
775.634766	-52.550751
775.878906	-51.715317
776.123047	-51.670559
776.367188	-53.001057
776.611328	-52.148781
776.855469	-51.811386
777.099609	-53.243519
777.343750	-50.387657
777.587891	-49.619579
777.832031	-51.720348
778.076172	-50.717583
778.320313	-52.537300
778.564453	-53.804001
778.808594	-53.450127
779.052734	-53.672806
779.296875	-53.603249
779.541016	-53.817596
779.785156	-53.687088
780.029297	-52.273663
780.273438	-53.668964
780.517578	-54.751278
780.761719	-53.089638
781.005859	-52.247314
781.250000	-52.501278
781.494141	-51.988995
781.738281	-52.681839
781.982422	-52.794209
782.226563	-52.634403
782.470703	-54.968899
782.714844	-52.300941
782.958984	-50.254524
783.203125	-52.257023
783.447266	-49.406998
783.691406	-50.714439
783.935547	-51.940697
784.179688	-51.000839
784.423828	-52.080677
784.667969	-51.404144
784.912109	-51.368401
785.156250	-51.458485
785.400391	-51.376453
785.644531	-51.095821
785.888672	-51.022343
786.132813	-49.180698
786.376953	-48.658104
786.621094	-48.944916
786.865234	-47.318527
787.109375	-45.986553
787.353516	-45.492889
787.597656	-46.770893
787.841797	-49.111050
788.085938	-49.157097
788.330078	-49.419807
788.574219	-50.937309
788.818359	-49.621586
789.062500	-49.889816
789.306641	-50.326275
789.550781	-48.247116
789.794922	-46.952435
790.039063	-47.368561
790.283203	-48.827290
790.527344	-51.483753
790.771484	-51.187946
791.015625	-49.726742
791.259766	-48.984295
791.503906	-50.711868
791.748047	-52.244324
791.992188	-52.225662
792.236328	-50.816204
792.480469	-51.562374
792.724609	-52.137249
792.968750	-51.273659
793.212891	-52.817829
793.457031	-54.863586
793.701172	-52.209015
793.945313	-51.817020
794.189453	-51.229649
794.433594	-54.206211
794.677734	-55.887505
794.921875	-54.874641
795.166016	-55.925911
795.410156	-57.516151
795.654297	-57.689785
795.898438	-57.792099
796.142578	-54.281147
796.386719	-53.722515
796.630859	-58.051109
796.875000	-55.908215
797.119141	-54.650948
797.363281	-54.180840
797.607422	-55.299557
797.851563	-55.789875
798.095703	-55.677399
798.339844	-53.313110
798.583984	-55.375427
798.828125	-55.416637
799.072266	-52.769581
799.316406	-52.007484
799.560547	-53.276352
799.804688	-54.386189
800.048828	-55.631405
800.292969	-51.693272
800.537109	-54.487728
800.781250	-58.173916
801.025391	-57.072018
801.269531	-55.173965
801.513672	-55.754486
801.757813	-56.773914
802.001953	-56.869564
802.246094	-53.013287
802.490234	-52.827839
802.734375	-56.911037
802.978516	-54.584522
803.222656	-54.214207
803.466797	-55.042553
803.710938	-57.431400
803.955078	-57.618595
804.199219	-54.671791
804.443359	-52.746616
804.687500	-57.998749
804.931641	-55.810177
805.175781	-54.199936
805.419922	-53.865707
805.664063	-57.028038
805.908203	-59.226631
806.152344	-59.085453
806.396484	-55.995972
806.640625	-57.977779
806.884766	-59.926846
807.128906	-58.421490
807.373047	-55.625046
807.617188	-55.831326
807.861328	-57.122250
808.105469	-57.878094
808.349609	-52.672745
808.593750	-54.160969
808.837891	-59.090950
809.082031	-57.769619
809.326172	-55.672112
809.570313	-55.001179
809.814453	-56.142456
810.058594	-55.934086
810.302734	-53.098312
810.546875	-51.576244
810.791016	-55.253586
811.035156	-57.192501
811.279297	-55.987656
811.523438	-55.129986
811.767578	-57.514038
812.011719	-59.677845
812.255859	-57.441795
812.500000	-54.405708
812.744141	-57.448444
812.988281	-55.496441
813.232422	-53.671120
813.476563	-54.436447
813.720703	-55.325684
813.964844	-57.757694
814.208984	-57.432922
814.453125	-55.249054
814.697266	-56.729885
814.941406	-59.081112
815.185547	-57.202988
815.429688	-56.625542
815.673828	-54.670517
815.917969	-53.481136
816.162109	-56.273293
816.406250	-56.834805
816.650391	-56.365154
816.894531	-59.517452
817.138672	-58.368580
817.382813	-56.338078
817.626953	-55.806126
817.871094	-58.133808
818.115234	-57.914734
818.359375	-54.823448
818.603516	-52.679497
818.847656	-55.776684
819.091797	-56.673317
819.335938	-56.867485
819.580078	-56.948643
819.824219	-56.325191
820.068359	-56.903084
820.312500	-57.434864
820.556641	-54.694946
820.800781	-56.873215
821.044922	-57.262043
821.289063	-54.884396
821.533203	-57.213070
821.777344	-58.060886
822.021484	-57.516674
822.265625	-58.441345
822.509766	-55.923538
822.753906	-55.775452
822.998047	-59.512833
823.242188	-58.548164
823.486328	-58.358864
823.730469	-57.215809
823.974609	-55.403404
824.218750	-57.067814
824.462891	-57.301453
824.707031	-56.030720
824.951172	-57.022804
825.195313	-57.012207
825.439453	-55.826099
825.683594	-55.320091
825.927734	-55.683590
826.171875	-55.195385
826.416016	-55.628956
826.660156	-53.902287
826.904297	-55.311810
827.148438	-56.337379
827.392578	-55.779633
827.636719	-56.213196
827.880859	-55.175827
828.125000	-54.758430
828.369141	-54.756332
828.613281	-52.916031
828.857422	-52.121315
829.101563	-52.452114
829.345703	-51.908764
829.589844	-52.271557
829.833984	-52.919956
830.078125	-53.145763
830.322266	-53.301575
830.566406	-54.062672
830.810547	-53.927933
831.054688	-54.131657
831.298828	-54.823486
831.542969	-55.048008
831.787109	-54.751743
832.031250	-54.081234
832.275391	-54.878227
832.519531	-55.830383
832.763672	-55.183098
833.007813	-56.677448
833.251953	-55.077957
833.496094	-54.532459
833.740234	-55.577465
833.984375	-56.462826
834.228516	-56.865204
834.472656	-57.197502
834.716797	-56.002148
834.960938	-56.390682
835.205078	-57.095387
835.449219	-56.183834
835.693359	-56.869938
835.937500	-57.247833
836.181641	-58.155350
836.425781	-59.877434
836.669922	-58.496845
836.914063	-57.923630
837.158203	-60.473137
837.402344	-56.728447
837.646484	-55.972500
837.890625	-56.404202
838.134766	-58.134224
838.378906	-59.571308
838.623047	-56.015568
838.867188	-54.531582
839.111328	-58.331673
839.355469	-58.096035
839.599609	-57.115387
839.843750	-58.404186
840.087891	-58.579819
840.332031	-59.700367
840.576172	-59.652489
840.820313	-57.145996
841.064453	-58.847176
841.308594	-58.600822
841.552734	-57.316910
841.796875	-57.561611
842.041016	-57.666130
842.285156	-57.346546
842.529297	-58.863811
842.773438	-57.001514
843.017578	-57.053413
843.261719	-57.992916
843.505859	-57.407448
843.750000	-56.192406
843.994141	-57.415913
844.238281	-57.463169
844.482422	-58.373184
844.726563	-58.030483
844.970703	-56.558094
845.214844	-58.307629
845.458984	-57.327034
845.703125	-56.809830
845.947266	-56.684410
846.191406	-57.576000
846.435547	-58.750729
846.679688	-59.367329
846.923828	-57.858906
847.167969	-58.312691
847.412109	-57.619946
847.656250	-57.012196
847.900391	-55.880894
848.144531	-53.785633
848.388672	-54.523262
848.632813	-58.147167
848.876953	-57.014839
849.121094	-56.769630
849.365234	-57.577099
849.609375	-55.092567
849.853516	-54.836624
850.097656	-55.404705
850.341797	-55.583096
850.585938	-57.307537
850.830078	-57.288097
851.074219	-56.115105
851.318359	-57.715855
851.562500	-57.432098
851.806641	-56.708435
852.050781	-57.273548
852.294922	-56.266479
852.539063	-57.221169
852.783203	-57.714119
853.027344	-54.779449
853.271484	-56.385059
853.515625	-54.527882
853.759766	-53.279140
854.003906	-53.797581
854.248047	-54.620697
854.492188	-56.187843
854.736328	-57.192024
854.980469	-56.071354
855.224609	-57.605431
855.468750	-58.650383
855.712891	-57.618248
855.957031	-55.531582
856.201172	-54.845169
856.445313	-54.327225
856.689453	-57.394302
856.933594	-56.225018
857.177734	-56.052658
857.421875	-58.070198
857.666016	-56.291492
857.910156	-55.035378
858.154297	-54.217892
858.398438	-54.544365
858.642578	-56.335491
858.886719	-54.834835
859.130859	-53.627369
859.375000	-57.557652
859.619141	-58.414406
859.863281	-55.786171
860.107422	-56.189426
860.351563	-55.919556
860.595703	-56.282150
860.839844	-57.262421
861.083984	-54.330791
861.328125	-56.164845
861.572266	-57.638409
861.816406	-54.874836
862.060547	-52.710720
862.304688	-54.293930
862.548828	-56.749043
862.792969	-58.764740
863.037109	-56.739571
863.281250	-56.761742
863.525391	-57.940723
863.769531	-55.924042
864.013672	-53.410282
864.257813	-51.718853
864.501953	-50.538376
864.746094	-53.156441
864.990234	-54.193886
865.234375	-53.855091
865.478516	-57.639091
865.722656	-56.755623
865.966797	-55.247307
866.210938	-53.783047
866.455078	-54.848770
866.699219	-55.953197
866.943359	-56.021564
867.187500	-53.981464
867.431641	-57.079315
867.675781	-57.417538
867.919922	-56.303402
868.164063	-55.273758
868.408203	-55.455158
868.652344	-55.525761
868.896484	-56.407982
869.140625	-55.037090
869.384766	-55.721489
869.628906	-56.510330
869.873047	-55.351711
870.117188	-52.492870
870.361328	-52.452381
870.605469	-54.318550
870.849609	-56.856865
871.093750	-56.978298
871.337891	-55.806080
871.582031	-56.457859
871.826172	-56.245419
872.070313	-55.209774
872.314453	-54.370552
872.558594	-53.366699
872.802734	-53.897850
873.046875	-54.413074
873.291016	-53.097233
873.535156	-55.172855
873.779297	-54.907272
874.023438	-54.555733
874.267578	-53.717007
874.511719	-52.757236
874.755859	-53.632908
875.000000	-56.338352
875.244141	-54.898949
875.488281	-55.160568
875.732422	-55.657051
875.976563	-55.899822
876.220703	-54.307667
876.464844	-54.178040
876.708984	-54.734608
876.953125	-56.246349
877.197266	-54.399448
877.441406	-54.939724
877.685547	-56.062687
877.929688	-54.273457
878.173828	-53.086830
878.417969	-53.002258
878.662109	-52.981819
878.906250	-52.836700
879.150391	-53.137089
879.394531	-54.221771
879.638672	-55.568901
879.882813	-54.053211
880.126953	-53.065281
880.371094	-52.753563
880.615234	-52.487343
880.859375	-51.910831
881.103516	-52.176468
881.347656	-52.107632
881.591797	-52.071709
881.835938	-51.830482
882.080078	-50.885628
882.324219	-49.171055
882.568359	-49.712917
882.812500	-52.032303
883.056641	-54.934799
883.300781	-53.491947
883.544922	-53.031509
883.789063	-53.825005
884.033203	-53.683319
884.277344	-53.331085
884.521484	-53.262482
884.765625	-52.331573
885.009766	-52.481873
885.253906	-52.633671
885.498047	-53.304737
885.742188	-54.840462
885.986328	-54.226994
886.230469	-55.222103
886.474609	-54.581558
886.718750	-52.537586
886.962891	-53.865902
887.207031	-57.599098
887.451172	-55.384548
887.695313	-54.494312
887.939453	-54.593063
888.183594	-55.133900
888.427734	-55.646946
888.671875	-53.408321
888.916016	-52.670757
889.160156	-54.905441
889.404297	-54.948833
889.648438	-54.477303
889.892578	-54.299450
890.136719	-54.477043
890.380859	-56.313248
890.625000	-55.232681
890.869141	-53.547123
891.113281	-56.024067
891.357422	-55.011127
891.601563	-55.442238
891.845703	-56.216324
892.089844	-55.426414
892.333984	-56.333916
892.578125	-56.141483
892.822266	-54.004723
893.066406	-56.672287
893.310547	-57.415451
893.554688	-56.824337
893.798828	-56.877594
894.042969	-55.468239
894.287109	-55.010632
894.531250	-55.152946
894.775391	-53.528431
895.019531	-54.292385
895.263672	-56.829456
895.507813	-55.641308
895.751953	-56.296429
895.996094	-56.885384
896.240234	-56.946770
896.484375	-58.468006
896.728516	-56.528469
896.972656	-54.358414
897.216797	-57.685020
897.460938	-56.820305
897.705078	-56.949070
897.949219	-56.859085
898.193359	-56.008915
898.437500	-57.005524
898.681641	-57.718609
898.925781	-54.850796
899.169922	-55.869255
899.414063	-56.859394
899.658203	-56.534378
899.902344	-57.589344
900.146484	-57.570301
900.390625	-57.318367
900.634766	-57.987530
900.878906	-55.564228
901.123047	-56.960117
901.367188	-59.764297
901.611328	-58.344364
901.855469	-60.104713
902.099609	-59.565765
902.343750	-58.880459
902.587891	-59.405308
902.832031	-58.177700
903.076172	-57.277683
903.320313	-58.957066
903.564453	-57.834198
903.808594	-58.764492
904.052734	-59.191654
904.296875	-58.225414
904.541016	-58.440063
904.785156	-58.096958
905.029297	-57.086906
905.273438	-58.594551
905.517578	-57.069939
905.761719	-56.750134
906.005859	-57.595791
906.250000	-56.007778
906.494141	-56.911106
906.738281	-58.580280
906.982422	-57.159229
907.226563	-57.012470
907.470703	-56.669857
907.714844	-55.777092
907.958984	-57.927811
908.203125	-58.624294
908.447266	-58.366379
908.691406	-58.954441
908.935547	-56.490616
909.179688	-56.311069
909.423828	-57.741169
909.667969	-57.159969
909.912109	-58.599483
910.156250	-59.200607
910.400391	-56.305969
910.644531	-58.098598
910.888672	-58.632793
911.132813	-56.439392
911.376953	-58.401768
911.621094	-58.369396
911.865234	-57.696987
912.109375	-58.527912
912.353516	-57.498367
912.597656	-58.319633
912.841797	-57.064240
913.085938	-54.068752
913.330078	-56.652916
913.574219	-58.746063
913.818359	-58.612045
914.062500	-60.448963
914.306641	-58.499622
914.550781	-57.298771
914.794922	-58.667061
915.039063	-58.200905
915.283203	-57.496067
915.527344	-55.788078
915.771484	-55.661476
916.015625	-56.866905
916.259766	-57.988117
916.503906	-57.055199
916.748047	-58.594303
916.992188	-56.762733
917.236328	-56.400791
917.480469	-59.685894
917.724609	-57.358143
917.968750	-56.690666
918.212891	-56.611111
918.457031	-54.726551
918.701172	-55.376556
918.945313	-56.795456
919.189453	-56.212982
919.433594	-56.839329
919.677734	-55.814022
919.921875	-54.196957
920.166016	-54.706490
920.410156	-54.387230
920.654297	-54.209805
920.898438	-54.199463
921.142578	-53.279343
921.386719	-53.815361
921.630859	-55.839314
921.875000	-54.594406
922.119141	-54.225906
922.363281	-54.348206
922.607422	-53.810204
922.851563	-54.800243
923.095703	-54.416229
923.339844	-53.866394
923.583984	-54.736485
923.828125	-52.935200
924.072266	-52.921219
924.316406	-53.309414
924.560547	-53.085136
924.804688	-55.390049
925.048828	-56.124260
925.292969	-54.108624
925.537109	-52.941162
925.781250	-51.378021
926.025391	-52.454529
926.269531	-56.176300
926.513672	-54.640099
926.757813	-53.579498
927.001953	-54.990017
927.246094	-55.124512
927.490234	-56.654781
927.734375	-57.918518
927.978516	-55.158684
928.222656	-56.126675
928.466797	-57.954987
928.710938	-56.909687
928.955078	-57.180046
929.199219	-56.403187
929.443359	-56.139362
929.687500	-58.133213
929.931641	-57.624897
930.175781	-58.130165
930.419922	-59.462582
930.664063	-56.008862
930.908203	-55.068218
931.152344	-53.493744
931.396484	-52.366772
931.640625	-56.443607
931.884766	-54.483719
932.128906	-54.822384
932.373047	-57.618618
932.617188	-57.262085
932.861328	-57.440132
933.105469	-58.641541
933.349609	-56.041729
933.593750	-57.123096
933.837891	-58.343323
934.082031	-57.979813
934.326172	-59.631714
934.570313	-56.807995
934.814453	-55.812199
935.058594	-57.895100
935.302734	-56.905197
935.546875	-57.542526
935.791016	-60.999516
936.035156	-58.212692
936.279297	-59.211742
936.523438	-59.132107
936.767578	-57.791790
937.011719	-58.921249
937.255859	-58.210243
937.500000	-57.041447
937.744141	-59.025520
937.988281	-57.968719
938.232422	-57.918869
938.476563	-59.737587
938.720703	-57.296001
938.964844	-57.803890
939.208984	-59.021034
939.453125	-57.189548
939.697266	-58.713783
939.941406	-57.783043
940.185547	-55.001862
940.429688	-56.149147
940.673828	-57.916668
940.917969	-55.857006
941.162109	-57.178944
941.406250	-55.017582
941.650391	-54.187847
941.894531	-54.697319
942.138672	-54.620739
942.382813	-56.808502
942.626953	-56.321140
942.871094	-55.793282
943.115234	-58.277725
943.359375	-57.995354
943.603516	-57.282356
943.847656	-58.517338
944.091797	-57.461899
944.335938	-58.348961
944.580078	-59.740597
944.824219	-57.117321
945.068359	-56.675549
945.312500	-57.104622
945.556641	-56.817719
945.800781	-58.763367
946.044922	-56.932610
946.289063	-55.822327
946.533203	-58.114956
946.777344	-55.846615
947.021484	-54.487713
947.265625	-56.079811
947.509766	-54.967739
947.753906	-55.601223
947.998047	-56.530952
948.242188	-54.773487
948.486328	-57.571747
948.730469	-56.946819
948.974609	-54.774830
949.218750	-54.315025
949.462891	-53.501648
949.707031	-53.685730
949.951172	-55.650494
950.195313	-54.274242
950.439453	-55.839996
950.683594	-57.614632
950.927734	-54.797798
951.171875	-55.043030
951.416016	-55.777081
951.660156	-56.401157
951.904297	-57.125385
952.148438	-56.415493
952.392578	-56.107185
952.636719	-57.902626
952.880859	-57.186188
953.125000	-55.422520
953.369141	-55.044228
953.613281	-56.280231
953.857422	-58.075214
954.101563	-57.256546
954.345703	-55.295277
954.589844	-57.332996
954.833984	-55.357323
955.078125	-54.092964
955.322266	-56.385101
955.566406	-57.966740
955.810547	-58.363308
956.054688	-57.547699
956.298828	-56.189442
956.542969	-57.476421
956.787109	-56.943771
957.031250	-55.394623
957.275391	-54.385357
957.519531	-54.113930
957.763672	-55.336498
958.007813	-57.355762
958.251953	-56.962471
958.496094	-56.709003
958.740234	-57.520081
958.984375	-53.410362
959.228516	-53.694382
959.472656	-54.388485
959.716797	-56.139137
959.960938	-55.867764
960.205078	-55.421902
960.449219	-56.388248
960.693359	-58.747021
960.937500	-55.709568
961.181641	-54.665710
961.425781	-55.169067
961.669922	-55.382790
961.914063	-57.054619
962.158203	-56.713078
962.402344	-53.772106
962.646484	-56.399117
962.890625	-55.044071
963.134766	-52.294975
963.378906	-55.328297
963.623047	-57.507656
963.867188	-58.959858
964.111328	-57.342896
964.355469	-57.439053
964.599609	-57.812950
964.843750	-57.350639
965.087891	-53.212879
965.332031	-53.924534
965.576172	-54.358696
965.820313	-56.285362
966.064453	-57.659321
966.308594	-56.074253
966.552734	-55.385666
966.796875	-56.762569
967.041016	-51.179516
967.285156	-51.138763
967.529297	-53.966652
967.773438	-56.920025
968.017578	-56.239933
968.261719	-55.516174
968.505859	-56.290375
968.750000	-58.620552
968.994141	-54.486847
969.238281	-52.149971
969.482422	-54.621937
969.726563	-54.740108
969.970703	-56.493412
970.214844	-56.675919
970.458984	-56.987049
970.703125	-56.873352
970.947266	-53.875607
971.191406	-49.516182
971.435547	-52.521091
971.679688	-54.720421
971.923828	-56.467270
972.167969	-55.114326
972.412109	-55.341946
972.656250	-54.417564
972.900391	-55.170071
973.144531	-50.954330
973.388672	-51.852520
973.632813	-53.688667
973.876953	-54.499493
974.121094	-55.370926
974.365234	-55.529716
974.609375	-55.791756
974.853516	-55.132660
975.097656	-50.332195
975.341797	-49.233376
975.585938	-53.075062
975.830078	-54.943092
976.074219	-55.664688
976.318359	-54.066055
976.562500	-53.298595
976.806641	-53.357075
977.050781	-52.130013
977.294922	-50.087143
977.539063	-53.595860
977.783203	-52.806381
978.027344	-54.123276
978.271484	-55.091045
978.515625	-55.276905
978.759766	-54.488415
979.003906	-53.372303
979.248047	-48.488155
979.492188	-49.721935
979.736328	-52.262310
979.980469	-54.073578
980.224609	-53.539581
980.468750	-52.548969
980.712891	-52.418510
980.957031	-53.149036
981.201172	-49.751595
981.445313	-49.413479
981.689453	-51.614986
981.933594	-52.371281
982.177734	-53.424332
982.421875	-53.542332
982.666016	-54.452351
982.910156	-53.120220
983.154297	-50.155716
983.398438	-48.299793
983.642578	-51.465225
983.886719	-51.531593
984.130859	-51.251030
984.375000	-51.016640
984.619141	-51.134808
984.863281	-52.388271
985.107422	-52.836262
985.351563	-49.906162
985.595703	-52.192940
985.839844	-52.325089
986.083984	-53.193680
986.328125	-54.667191
986.572266	-56.560528
986.816406	-57.226055
987.060547	-56.297329
987.304688	-51.259239
987.548828	-51.552361
987.792969	-54.176254
988.037109	-54.473255
988.281250	-55.164047
988.525391	-53.940865
988.769531	-53.948502
989.013672	-54.905338
989.257813	-51.213573
989.501953	-49.592083
989.746094	-51.411053
989.990234	-51.063816
990.234375	-51.070885
990.478516	-50.645039
990.722656	-51.679264
990.966797	-50.474613
991.210938	-48.792248
991.455078	-47.534237
991.699219	-49.378551
991.943359	-50.720982
992.187500	-49.789955
992.431641	-48.557049
992.675781	-47.651035
992.919922	-47.409210
993.164063	-46.982826
993.408203	-45.703129
993.652344	-45.983898
993.896484	-46.776283
994.140625	-47.942089
994.384766	-48.019669
994.628906	-47.282230
994.873047	-46.997139
995.117188	-46.347626
995.361328	-45.733276
995.605469	-45.757278
995.849609	-45.704433
996.093750	-45.530949
996.337891	-47.100323
996.582031	-49.760033
996.826172	-49.501141
997.070313	-48.982376
997.314453	-49.143013
997.558594	-49.033051
997.802734	-50.196823
998.046875	-51.321457
998.291016	-47.759628
998.535156	-44.390942
998.779297	-44.838272
999.023438	-46.735802
999.267578	-48.258011
999.511719	-48.284275
999.755859	-47.461327
1000.000000	-48.259304
1000.244141	-49.253025
1000.488281	-50.128498
1000.732422	-50.850281
1000.976563	-51.430698
1001.220703	-53.393806
1001.464844	-53.085617
1001.708984	-54.080616
1001.953125	-55.630333
1002.197266	-54.908855
1002.441406	-55.221085
1002.685547	-56.084820
1002.929688	-54.590736
1003.173828	-54.279125
1003.417969	-55.373165
1003.662109	-53.422676
1003.906250	-52.514858
1004.150391	-52.820114
1004.394531	-52.744087
1004.638672	-51.171036
1004.882813	-49.252197
1005.126953	-49.245823
1005.371094	-51.783447
1005.615234	-53.920086
1005.859375	-54.971851
1006.103516	-54.547039
1006.347656	-53.451317
1006.591797	-54.867001
1006.835938	-54.415501
1007.080078	-54.285061
1007.324219	-52.303009
1007.568359	-49.944096
1007.812500	-50.348457
1008.056641	-52.202385
1008.300781	-52.689236
1008.544922	-53.868946
1008.789063	-53.721539
1009.033203	-52.737263
1009.277344	-53.448921
1009.521484	-54.983574
1009.765625	-55.098705
1010.009766	-55.427147
1010.253906	-55.355022
1010.498047	-55.355824
1010.742188	-56.448326
1010.986328	-56.516136
1011.230469	-56.573025
1011.474609	-56.943035
1011.718750	-55.008263
1011.962891	-56.243107
1012.207031	-57.075214
1012.451172	-56.678402
1012.695313	-54.936821
1012.939453	-52.064007
1013.183594	-52.055153
1013.427734	-54.733089
1013.671875	-54.536964
1013.916016	-55.120953
1014.160156	-55.186485
1014.404297	-55.550678
1014.648438	-55.925369
1014.892578	-56.216846
1015.136719	-56.468403
1015.380859	-57.479885
1015.625000	-55.472095
1015.869141	-54.874157
1016.113281	-56.882095
1016.357422	-57.620010
1016.601563	-58.108585
1016.845703	-56.993198
1017.089844	-55.363445
1017.333984	-56.653790
1017.578125	-55.922821
1017.822266	-53.757008
1018.066406	-55.519337
1018.310547	-56.378620
1018.554688	-57.105206
1018.798828	-56.544186
1019.042969	-58.231617
1019.287109	-57.778332
1019.531250	-57.496334
1019.775391	-54.553482
1020.019531	-55.714767
1020.263672	-57.585091
1020.507813	-57.498299
1020.751953	-59.349201
1020.996094	-57.758713
1021.240234	-56.391464
1021.484375	-58.888130
1021.728516	-55.792519
1021.972656	-55.518230
1022.216797	-57.872456
1022.460938	-58.244347
1022.705078	-59.224636
1022.949219	-58.835224
1023.193359	-57.448750
1023.437500	-57.458401
1023.681641	-55.399429
1023.925781	-53.266418
1024.169922	-55.641701
1024.414063	-57.153648
1024.658203	-58.038979
1024.902344	-58.602127
1025.146484	-58.006710
1025.390625	-58.528084
1025.634766	-58.031925
1025.878906	-54.617393
1026.123047	-55.870121
1026.367188	-56.640228
1026.611328	-58.574192
1026.855469	-59.125336
1027.099609	-58.850452
1027.343750	-58.144344
1027.587891	-59.054577
1027.832031	-55.951897
1028.076172	-55.950977
1028.320313	-57.260559
1028.564453	-57.518658
1028.808594	-58.510803
1029.052734	-57.108124
1029.296875	-55.623676
1029.541016	-58.254467
1029.785156	-55.415665
1030.029297	-54.079891
1030.273438	-56.973728
1030.517578	-57.442421
1030.761719	-59.128559
1031.005859	-59.094696
1031.250000	-57.948921
1031.494141	-58.792511
1031.738281	-58.391773
1031.982422	-55.233444
1032.226563	-56.946095
1032.470703	-57.890259
1032.714844	-58.556667
1032.958984	-58.023590
1033.203125	-57.350292
1033.447266	-57.585419
1033.691406	-59.069046
1033.935547	-55.417488
1034.179688	-55.550228
1034.423828	-56.070122
1034.667969	-55.836388
1034.912109	-58.026306
1035.156250	-58.909420
1035.400391	-57.791859
1035.644531	-58.535782
1035.888672	-57.279549
1036.132813	-56.440079
1036.376953	-57.719406
1036.621094	-56.011646
1036.865234	-56.262585
1037.109375	-57.256859
1037.353516	-57.138824
1037.597656	-58.137413
1037.841797	-58.244987
1038.085938	-55.811131
1038.330078	-57.898834
1038.574219	-57.717186
1038.818359	-57.161930
1039.062500	-57.507328
1039.306641	-56.626469
1039.550781	-57.116856
1039.794922	-55.914085
1040.039063	-53.161060
1040.283203	-55.334141
1040.527344	-55.677319
1040.771484	-54.945011
1041.015625	-57.514114
1041.259766	-58.124481
1041.503906	-57.167629
1041.748047	-58.491882
1041.992188	-55.025112
1042.236328	-55.007797
1042.480469	-58.352894
1042.724609	-56.768265
1042.968750	-57.878532
1043.212891	-57.792194
1043.457031	-56.255054
1043.701172	-57.412575
1043.945313	-56.539013
1044.189453	-54.873333
1044.433594	-57.444725
1044.677734	-56.144615
1044.921875	-55.731621
1045.166016	-54.287308
1045.410156	-50.850101
1045.654297	-53.134968
1045.898438	-53.955986
1046.142578	-51.457451
1046.386719	-53.553493
1046.630859	-54.780647
1046.875000	-54.175068
1047.119141	-55.679134
1047.363281	-56.088806
1047.607422	-55.311440
1047.851563	-54.267593
1048.095703	-52.967701
1048.339844	-53.575233
1048.583984	-53.306438
1048.828125	-52.501671
1049.072266	-53.296875
1049.316406	-53.443333
1049.560547	-52.651340
1049.804688	-52.721111
1050.048828	-51.932243
1050.292969	-51.462761
1050.537109	-51.680840
1050.781250	-51.799137
1051.025391	-53.137447
1051.269531	-54.644917
1051.513672	-53.165699
1051.757813	-53.622753
1052.001953	-52.386238
1052.246094	-50.202549
1052.490234	-49.538704
1052.734375	-51.408081
1052.978516	-51.879528
1053.222656	-51.746685
1053.466797	-51.064987
1053.710938	-52.136600
1053.955078	-54.202335
1054.199219	-52.270557
1054.443359	-52.681664
1054.687500	-53.051575
1054.931641	-53.299046
1055.175781	-54.372814
1055.419922	-53.262589
1055.664063	-52.661606
1055.908203	-54.004662
1056.152344	-54.145298
1056.396484	-54.406460
1056.640625	-56.262150
1056.884766	-55.808456
1057.128906	-56.607498
1057.373047	-57.520065
1057.617188	-57.550301
