Frequency (Hz)	Level (dB)
955.566406	-44.171120
955.810547	-44.995796
956.054688	-44.778667
956.298828	-43.977417
956.542969	-43.099220
956.787109	-42.550888
957.031250	-42.778534
957.275391	-42.943169
957.519531	-43.081341
957.763672	-42.898506
958.007813	-43.087021
958.251953	-43.958458
958.496094	-44.737328
958.740234	-44.546196
958.984375	-43.892567
959.228516	-43.566650
959.472656	-43.427044
959.716797	-43.482872
959.960938	-43.855743
960.205078	-44.369553
960.449219	-44.126396
960.693359	-43.162601
960.937500	-42.446754
961.181641	-42.413792
961.425781	-43.154102
961.669922	-44.219772
961.914063	-44.710514
962.158203	-44.677372
962.402344	-44.409504
962.646484	-44.205067
962.890625	-43.913788
963.134766	-43.272259
963.378906	-42.625153
963.623047	-42.327591
963.867188	-42.708721
964.111328	-43.516163
964.355469	-44.449120
964.599609	-45.481445
964.843750	-45.784077
965.087891	-45.229435
965.332031	-44.816902
965.576172	-45.055229
965.820313	-45.314266
966.064453	-44.789867
966.308594	-43.596992
966.552734	-42.805740
966.796875	-43.077450
967.041016	-44.037300
967.285156	-44.601112
967.529297	-44.730255
967.773438	-45.016830
968.017578	-45.027981
968.261719	-44.718967
968.505859	-45.057323
968.750000	-45.409508
968.994141	-45.021835
969.238281	-44.386444
969.482422	-43.794174
969.726563	-43.744198
969.970703	-44.622639
970.214844	-45.788773
970.458984	-45.914177
970.703125	-44.986481
970.947266	-43.828278
971.191406	-43.215607
971.435547	-43.599682
971.679688	-44.560802
971.923828	-45.075970
972.167969	-44.979786
972.412109	-44.851059
972.656250	-45.261311
972.900391	-45.927456
973.144531	-45.836258
973.388672	-45.134846
973.632813	-44.688335
973.876953	-44.691723
974.121094	-45.482464
974.365234	-46.791950
974.609375	-47.085094
974.853516	-46.622738
975.097656	-46.078964
975.341797	-45.851715
975.585938	-46.134937
975.830078	-46.104630
976.074219	-45.542435
976.318359	-44.927925
976.562500	-44.376583
976.806641	-44.041309
977.050781	-43.992775
977.294922	-44.361423
977.539063	-44.898098
977.783203	-44.820606
978.027344	-44.277515
978.271484	-43.671989
978.515625	-43.931461
978.759766	-45.538177
979.003906	-46.784637
979.248047	-46.240379
979.492188	-44.869926
979.736328	-44.368622
979.980469	-45.212303
980.224609	-46.331837
980.468750	-46.419613
980.712891	-45.451275
980.957031	-44.750488
981.201172	-44.667599
981.445313	-45.024624
981.689453	-45.963314
981.933594	-46.616096
982.177734	-46.279850
982.421875	-45.575771
982.666016	-45.161312
982.910156	-45.631607
983.154297	-46.755840
983.398438	-47.715988
983.642578	-48.008156
983.886719	-47.572334
984.130859	-46.228954
984.375000	-45.297020
984.619141	-45.671394
984.863281	-46.153778
985.107422	-45.948669
985.351563	-45.776325
985.595703	-45.404469
985.839844	-44.816914
986.083984	-44.547455
986.328125	-44.741005
986.572266	-45.297718
986.816406	-45.519753
987.060547	-45.115116
987.304688	-45.185299
987.548828	-45.748241
987.792969	-45.802113
988.037109	-45.234554
988.281250	-44.274864
988.525391	-43.654179
988.769531	-43.946148
989.013672	-44.889931
989.257813	-45.380718
989.501953	-44.909836
989.746094	-44.060005
989.990234	-43.535744
990.234375	-43.901512
990.478516	-44.768169
990.722656	-45.245193
990.966797	-45.239525
991.210938	-44.922634
991.455078	-44.654240
991.699219	-44.953716
991.943359	-45.804420
992.187500	-45.374878
992.431641	-43.650253
992.675781	-42.816284
992.919922	-43.159523
993.164063	-44.412624
993.408203	-46.117947
993.652344	-46.342861
993.896484	-45.158634
994.140625	-44.142204
994.384766	-43.937492
994.628906	-44.530094
994.873047	-44.637272
995.117188	-43.506393
995.361328	-42.593784
995.605469	-42.721951
995.849609	-43.700542
996.093750	-44.812710
996.337891	-45.420231
996.582031	-45.515717
996.826172	-45.747269
997.070313	-46.079254
997.314453	-46.109665
997.558594	-46.435596
997.802734	-47.346191
998.046875	-47.737339
998.291016	-46.993675
998.535156	-45.829956
998.779297	-45.168102
999.023438	-45.215065
999.267578	-45.527081
999.511719	-45.791542
999.755859	-46.332962
1000.000000	-47.060589
1000.244141	-47.106384
1000.488281	-46.838219
1000.732422	-46.421951
1000.976563	-45.427010
1001.220703	-44.606670
1001.464844	-44.099686
1001.708984	-44.378853
1001.953125	-45.522533
1002.197266	-46.503407
1002.441406	-46.924515
1002.685547	-46.881588
1002.929688	-46.828697
1003.173828	-46.782707
1003.417969	-46.571590
1003.662109	-45.908985
1003.906250	-44.959160
1004.150391	-43.986954
1004.394531	-43.052700
1004.638672	-43.010216
1004.882813	-44.176647
1005.126953	-45.485783
1005.371094	-46.658970
1005.615234	-47.731956
1005.859375	-47.696423
1006.103516	-47.197731
1006.347656	-47.195320
1006.591797	-47.117893
1006.835938	-46.652691
1007.080078	-45.861851
1007.324219	-45.259010
1007.568359	-45.506630
1007.812500	-46.292255
1008.056641	-46.164043
1008.300781	-45.797291
1008.544922	-45.606392
1008.789063	-45.164677
1009.033203	-44.526451
1009.277344	-44.134830
1009.521484	-43.936367
1009.765625	-43.460815
1010.009766	-42.692219
1010.253906	-42.559799
1010.498047	-43.504559
1010.742188	-45.233772
1010.986328	-46.634716
1011.230469	-47.178219
1011.474609	-46.935989
1011.718750	-46.080837
1011.962891	-45.524570
1012.207031	-45.209957
1012.451172	-44.412060
1012.695313	-43.109142
1012.939453	-41.924812
1013.183594	-41.595604
1013.427734	-42.191402
1013.671875	-43.079872
1013.916016	-43.897297
1014.160156	-44.233749
1014.404297	-43.216957
1014.648438	-41.814777
1014.892578	-41.202068
1015.136719	-41.817539
1015.380859	-43.354710
1015.625000	-44.653854
1015.869141	-44.857784
1016.113281	-44.692898
1016.357422	-44.796356
1016.601563	-45.122307
1016.845703	-45.000164
1017.089844	-44.427109
1017.333984	-43.681442
1017.578125	-43.199001
1017.822266	-43.247803
1018.066406	-43.742752
1018.310547	-44.514545
1018.554688	-44.994061
1018.798828	-45.118931
1019.042969	-45.375259
1019.287109	-45.434856
1019.531250	-44.951996
1019.775391	-44.821671
1020.019531	-44.684048
1020.263672	-44.539181
1020.507813	-44.790714
1020.751953	-45.274017
1020.996094	-45.827789
1021.240234	-45.636242
1021.484375	-44.885468
1021.728516	-44.089378
1021.972656	-43.506054
1022.216797	-43.455414
1022.460938	-43.783779
1022.705078	-44.251568
1022.949219	-44.552391
1023.193359	-44.594944
1023.437500	-44.452431
1023.681641	-44.162075
1023.925781	-43.883549
1024.169922	-44.084312
1024.414063	-44.374355
1024.658203	-43.812584
1024.902344	-42.758003
1025.146484	-42.414570
1025.390625	-42.644627
1025.634766	-42.992378
1025.878906	-43.102276
1026.123047	-43.060974
1026.367188	-43.252544
1026.611328	-43.778271
1026.855469	-44.269569
1027.099609	-44.486565
1027.343750	-44.490047
1027.587891	-44.564846
1027.832031	-44.832878
1028.076172	-45.369858
1028.320313	-46.102688
1028.564453	-45.688137
1028.808594	-44.052731
1029.052734	-43.381081
1029.296875	-43.721626
1029.541016	-44.196178
1029.785156	-44.106243
1030.029297	-43.690132
1030.273438	-43.140186
1030.517578	-42.158936
1030.761719	-41.986057
1031.005859	-43.146633
1031.250000	-44.574921
1031.494141	-45.105156
1031.738281	-44.543972
1031.982422	-43.787750
1032.226563	-43.710640
1032.470703	-44.970905
1032.714844	-46.227081
1032.958984	-45.562031
1033.203125	-44.397804
1033.447266	-43.353432
1033.691406	-42.167862
1033.935547	-41.430882
1034.179688	-41.572109
1034.423828	-42.298080
1034.667969	-42.766788
1034.912109	-42.588299
1035.156250	-42.404091
1035.400391	-43.390518
1035.644531	-44.578522
1035.888672	-43.835781
1036.132813	-42.445873
1036.376953	-41.818054
1036.621094	-41.972221
1036.865234	-42.279926
1037.109375	-43.007671
1037.353516	-44.175880
1037.597656	-43.231827
1037.841797	-42.468899
1038.085938	-43.006981
1038.330078	-43.597435
1038.574219	-44.015274
1038.818359	-44.451550
1039.062500	-44.039799
1039.306641	-43.068989
1039.550781	-42.145695
1039.794922	-42.180504
1040.039063	-43.337906
1040.283203	-43.890388
1040.527344	-42.778496
1040.771484	-41.515480
1041.015625	-40.755878
1041.259766	-40.588158
1041.503906	-41.022007
1041.748047	-41.165791
1041.992188	-40.519051
1042.236328	-40.232964
1042.480469	-40.730488
1042.724609	-42.328938
1042.968750	-43.801395
1043.212891	-43.519249
1043.457031	-42.484970
1043.701172	-41.567474
1043.945313	-40.822075
1044.189453	-40.419159
1044.433594	-40.550587
1044.677734	-40.560963
1044.921875	-39.914669
1045.166016	-38.996395
1045.410156	-38.693081
1045.654297	-39.476547
1045.898438	-40.619167
1046.142578	-41.379856
1046.386719	-41.374313
1046.630859	-41.024815
1046.875000	-40.898479
1047.119141	-40.773701
1047.363281	-40.930386
1047.607422	-40.718857
1047.851563	-39.994389
1048.095703	-39.342007
1048.339844	-39.314537
1048.583984	-39.849178
1048.828125	-40.383327
1049.072266	-40.482330
1049.316406	-39.553295
1049.560547	-38.704128
1049.804688	-38.766071
1050.048828	-39.503002
1050.292969	-39.747787
1050.537109	-39.102222
1050.781250	-38.378769
1051.025391	-37.886257
1051.269531	-37.898766
1051.513672	-38.285580
1051.757813	-39.249088
1052.001953	-40.727940
1052.246094	-40.729256
1052.490234	-40.120377
1052.734375	-40.656731
1052.978516	-41.012642
1053.222656	-40.854969
1053.466797	-40.847538
1053.710938	-40.141453
1053.955078	-38.847462
1054.199219	-38.657379
1054.443359	-39.558533
1054.687500	-41.102753
1054.931641	-42.147644
1055.175781	-42.020809
1055.419922	-41.704975
1055.664063	-41.471939
1055.908203	-41.568386
1056.152344	-42.271931
1056.396484	-42.414589
1056.640625	-41.749771
1056.884766	-40.954014
1057.128906	-40.667706
1057.373047	-41.017921
1057.617188	-41.311199
1057.861328	-41.331524
1058.105469	-41.197910
1058.349609	-41.405891
1058.593750	-42.425106
1058.837891	-42.971157
1059.082031	-43.086098
1059.326172	-43.058090
1059.570313	-42.980434
1059.814453	-42.785530
1060.058594	-43.187668
1060.302734	-43.513638
1060.546875	-42.645668
1060.791016	-41.074764
1061.035156	-40.064430
1061.279297	-39.783691
1061.523438	-40.129669
1061.767578	-40.538368
1062.011719	-40.459984
1062.255859	-40.451138
1062.500000	-39.881168
1062.744141	-39.494930
1062.988281	-40.181465
1063.232422	-41.750198
1063.476563	-42.992382
1063.720703	-43.210880
1063.964844	-42.350952
1064.208984	-41.035393
1064.453125	-40.813866
1064.697266	-41.246788
1064.941406	-41.060631
1065.185547	-40.750652
1065.429688	-40.764320
1065.673828	-40.986526
1065.917969	-40.991013
1066.162109	-41.579460
1066.406250	-42.547043
1066.650391	-43.003864
1066.894531	-42.841442
1067.138672	-43.058548
1067.382813	-44.141590
1067.626953	-45.055653
1067.871094	-44.122658
1068.115234	-42.998795
1068.359375	-42.819832
1068.603516	-42.472553
1068.847656	-41.853722
1069.091797	-42.276283
1069.335938	-43.730350
1069.580078	-44.490055
1069.824219	-44.415447
1070.068359	-44.450733
1070.312500	-44.189072
1070.556641	-44.001842
1070.800781	-43.643978
1071.044922	-43.540215
1071.289063	-43.274208
1071.533203	-42.375340
1071.777344	-42.453579
1072.021484	-44.108688
1072.265625	-45.955647
1072.509766	-46.315033
1072.753906	-45.939278
1072.998047	-45.244469
1073.242188	-44.876602
1073.486328	-44.510334
1073.730469	-44.191296
1073.974609	-44.031853
1074.218750	-43.360905
1074.462891	-42.544823
1074.707031	-42.102886
1074.951172	-42.255665
1075.195313	-42.924248
1075.439453	-43.823685
1075.683594	-44.615986
1075.927734	-45.198868
1076.171875	-45.783092
1076.416016	-46.031227
1076.660156	-45.899902
1076.904297	-45.263416
1077.148438	-44.558636
1077.392578	-44.105522
1077.636719	-44.365414
1077.880859	-45.207977
1078.125000	-45.933228
1078.369141	-45.882957
1078.613281	-45.437252
1078.857422	-45.346012
1079.101563	-45.050167
1079.345703	-44.484749
1079.589844	-44.245728
1079.833984	-43.930012
1080.078125	-43.894272
1080.322266	-44.238808
1080.566406	-44.651569
1080.810547	-44.654228
1081.054688	-44.221806
1081.298828	-43.737152
1081.542969	-43.702583
1081.787109	-44.434433
1082.031250	-45.265839
1082.275391	-45.833397
1082.519531	-46.006599
1082.763672	-45.428890
1083.007813	-44.556679
1083.251953	-43.694279
1083.496094	-43.503918
1083.740234	-44.288906
1083.984375	-45.479801
1084.228516	-45.997963
1084.472656	-45.863655
1084.716797	-45.708984
1084.960938	-45.425972
1085.205078	-45.537678
1085.449219	-45.547474
1085.693359	-44.658749
1085.937500	-44.460163
1086.181641	-44.894127
1086.425781	-45.226208
1086.669922	-46.266193
1086.914063	-47.845333
1087.158203	-47.827248
1087.402344	-47.004154
1087.646484	-47.075352
1087.890625	-47.646976
1088.134766	-47.758724
1088.378906	-47.255329
1088.623047	-46.746181
1088.867188	-46.750275
1089.111328	-46.969994
1089.355469	-47.107109
1089.599609	-47.064896
1089.843750	-46.593163
1090.087891	-46.257156
1090.332031	-46.357918
1090.576172	-46.633995
1090.820313	-46.890282
1091.064453	-47.302280
1091.308594	-47.524567
1091.552734	-46.856094
1091.796875	-46.094479
1092.041016	-45.779572
1092.285156	-46.039070
1092.529297	-46.579174
1092.773438	-46.413483
1093.017578	-45.986767
1093.261719	-46.035465
1093.505859	-46.073734
1093.750000	-45.211552
1093.994141	-43.537895
1094.238281	-42.209614
1094.482422	-41.784718
1094.726563	-42.259163
1094.970703	-43.110641
1095.214844	-43.463009
1095.458984	-43.615120
1095.703125	-44.167648
1095.947266	-45.162518
1096.191406	-46.669788
1096.435547	-48.009747
1096.679688	-48.022572
1096.923828	-47.086021
1097.167969	-46.116695
1097.412109	-45.636654
1097.656250	-46.005508
1097.900391	-47.117996
1098.144531	-47.362762
1098.388672	-46.845509
1098.632813	-46.615204
1098.876953	-46.553902
1099.121094	-46.710087
1099.365234	-46.829708
1099.609375	-46.735603
1099.853516	-46.276825
1100.097656	-45.723305
1100.341797	-45.572693
1100.585938	-45.726860
1100.830078	-46.347721
1101.074219	-46.980591
1101.318359	-47.012547
1101.562500	-46.170105
1101.806641	-45.511368
1102.050781	-45.968079
1102.294922	-47.090088
1102.539063	-47.426456
1102.783203	-46.993500
1103.027344	-46.853848
1103.271484	-47.108948
1103.515625	-47.487988
1103.759766	-47.856941
1104.003906	-48.050575
1104.248047	-47.339523
1104.492188	-46.426323
1104.736328	-46.091644
1104.980469	-46.158745
1105.224609	-46.555897
1105.468750	-46.725986
1105.712891	-46.528515
1105.957031	-46.485847
1106.201172	-46.485035
1106.445313	-46.550926
1106.689453	-46.927212
1106.933594	-47.302620
1107.177734	-47.143120
1107.421875	-46.739578
1107.666016	-46.409508
1107.910156	-46.716900
1108.154297	-47.565830
1108.398438	-48.109699
1108.642578	-48.762547
1108.886719	-49.070835
1109.130859	-48.675026
1109.375000	-48.549999
1109.619141	-48.516361
1109.863281	-48.273800
1110.107422	-47.935539
1110.351563	-47.597054
1110.595703	-47.215004
1110.839844	-46.490650
1111.083984	-45.848618
1111.328125	-45.616970
1111.572266	-45.886726
1111.816406	-46.484070
1112.060547	-47.034401
1112.304688	-47.325069
1112.548828	-47.653294
1112.792969	-48.298340
1113.037109	-49.110382
1113.281250	-49.370430
1113.525391	-48.476929
1113.769531	-47.413769
1114.013672	-46.689384
1114.257813	-46.788345
1114.501953	-47.393162
1114.746094	-46.997124
1114.990234	-45.881721
1115.234375	-45.771152
1115.478516	-47.317684
1115.722656	-49.330597
1115.966797	-49.492462
1116.210938	-48.546509
1116.455078	-47.753571
1116.699219	-47.043186
1116.943359	-46.331142
1117.187500	-45.599258
1117.431641	-44.908176
1117.675781	-44.344681
1117.919922	-43.978626
1118.164063	-44.079483
1118.408203	-44.835541
1118.652344	-45.815987
1118.896484	-46.881630
1119.140625	-48.273624
1119.384766	-48.581566
1119.628906	-47.498234
1119.873047	-46.627674
1120.117188	-46.876984
1120.361328	-47.962978
1120.605469	-48.314247
1120.849609	-46.913029
1121.093750	-45.874733
1121.337891	-46.708843
1121.582031	-48.335178
1121.826172	-47.321827
1122.070313	-45.258133
1122.314453	-44.255711
1122.558594	-44.198425
1122.802734	-43.955597
1123.046875	-43.151142
1123.291016	-42.410954
1123.535156	-42.207767
1123.779297	-42.871284
1124.023438	-43.680527
1124.267578	-44.127972
1124.511719	-45.355953
1124.755859	-47.270668
1125.000000	-48.397961
1125.244141	-47.806679
1125.488281	-46.393227
1125.732422	-45.545998
1125.976563	-45.615192
1126.220703	-46.023422
1126.464844	-45.454632
1126.708984	-44.276897
1126.953125	-44.134754
1127.197266	-45.022144
1127.441406	-45.354195
1127.685547	-43.778999
1127.929688	-42.413429
1128.173828	-42.251461
1128.417969	-42.652069
1128.662109	-42.750332
1128.906250	-42.311413
1129.150391	-41.945145
1129.394531	-42.347713
1129.638672	-44.050995
1129.882813	-46.473717
1130.126953	-47.140610
1130.371094	-46.785046
1130.615234	-46.843330
1130.859375	-46.555439
1131.103516	-46.154781
1131.347656	-45.995117
1131.591797	-45.166553
1131.835938	-44.075161
1132.080078	-43.206875
1132.324219	-42.724148
1132.568359	-43.349777
1132.812500	-44.996712
1133.056641	-46.021656
1133.300781	-45.852867
1133.544922	-45.376637
1133.789063	-44.189869
1134.033203	-42.129673
1134.277344	-40.549225
1134.521484	-40.115894
1134.765625	-40.096500
1135.009766	-40.087345
1135.253906	-40.931595
1135.498047	-42.919296
1135.742188	-45.139881
1135.986328	-46.192482
1136.230469	-46.449974
1136.474609	-47.068062
1136.718750	-46.057999
1136.962891	-43.330776
1137.207031	-41.923954
1137.451172	-41.871437
1137.695313	-41.824570
1137.939453	-41.167782
1138.183594	-40.474152
1138.427734	-40.788342
1138.671875	-42.751534
1138.916016	-45.336624
1139.160156	-45.170544
1139.404297	-43.984547
1139.648438	-43.310112
1139.892578	-42.326382
1140.136719	-41.353127
1140.380859	-40.795567
1140.625000	-40.485706
1140.869141	-40.598236
1141.113281	-41.206562
1141.357422	-41.256847
1141.601563	-41.124207
1141.845703	-41.021278
1142.089844	-40.347668
1142.333984	-40.763874
1142.578125	-41.440754
1142.822266	-40.465591
1143.066406	-40.247242
1143.310547	-41.022655
1143.554688	-41.129601
1143.798828	-41.229218
1144.042969	-42.452827
1144.287109	-43.234192
1144.531250	-43.080593
1144.775391	-43.425739
1145.019531	-42.981026
1145.263672	-41.734005
1145.507813	-40.648235
1145.751953	-40.312260
1145.996094	-41.140633
1146.240234	-41.855843
1146.484375	-41.015644
1146.728516	-39.260826
1146.972656	-37.665314
1147.216797	-37.197361
1147.460938	-38.206451
1147.705078	-40.326599
1147.949219	-43.015644
1148.193359	-45.963608
1148.437500	-46.078625
1148.681641	-42.617680
1148.925781	-39.308125
1149.169922	-37.158394
1149.414063	-36.625462
1149.658203	-37.538609
1149.902344	-38.613941
1150.146484	-38.731598
1150.390625	-39.332199
1150.634766	-40.827576
1150.878906	-41.865807
1151.123047	-41.867207
1151.367188	-41.261513
1151.611328	-40.910217
1151.855469	-41.364666
1152.099609	-42.861774
1152.343750	-44.026127
1152.587891	-42.820000
1152.832031	-40.878067
1153.076172	-40.313339
1153.320313	-41.656441
1153.564453	-43.575500
1153.808594	-44.085258
1154.052734	-44.117077
1154.296875	-44.717201
1154.541016	-43.484856
1154.785156	-41.979134
1155.029297	-42.121346
1155.273438	-43.109810
1155.517578	-43.429611
1155.761719	-42.343254
1156.005859	-41.427917
1156.250000	-41.532810
1156.494141	-42.668930
1156.738281	-44.024757
1156.982422	-44.116833
1157.226563	-42.884144
1157.470703	-41.361702
1157.714844	-39.913357
1157.958984	-38.746681
1158.203125	-38.532051
1158.447266	-39.295792
1158.691406	-39.783871
1158.935547	-39.056641
1159.179688	-38.673355
1159.423828	-38.982117
1159.667969	-39.967632
1159.912109	-42.362663
1160.156250	-44.062332
1160.400391	-42.697727
1160.644531	-42.034771
1160.888672	-42.299004
1161.132813	-42.639702
1161.376953	-42.442673
1161.621094	-41.874104
1161.865234	-42.607876
1162.109375	-44.330784
1162.353516	-45.622215
1162.597656	-46.427437
1162.841797	-45.897163
1163.085938	-44.161694
1163.330078	-42.311119
1163.574219	-41.836105
1163.818359	-42.572170
1164.062500	-43.775631
1164.306641	-42.730213
1164.550781	-41.016266
1164.794922	-40.348354
1165.039063	-39.910374
1165.283203	-40.578979
1165.527344	-42.890659
1165.771484	-44.615376
1166.015625	-41.676098
1166.259766	-39.355026
1166.503906	-39.302555
1166.748047	-40.253143
1166.992188	-39.260910
1167.236328	-36.005875
1167.480469	-33.999981
1167.724609	-34.653194
1167.968750	-37.953461
1168.212891	-42.022255
1168.457031	-41.735264
1168.701172	-39.525265
1168.945313	-38.122929
1169.189453	-37.066795
1169.433594	-36.531544
1169.677734	-36.726635
1169.921875	-37.725285
1170.166016	-38.810699
1170.410156	-38.529148
1170.654297	-38.252327
1170.898438	-38.036369
1171.142578	-37.554607
1171.386719	-37.484249
1171.630859	-37.279800
1171.875000	-37.691700
1172.119141	-39.903645
1172.363281	-42.866032
1172.607422	-42.414650
1172.851563	-40.963840
1173.095703	-40.786617
1173.339844	-41.304981
1173.583984	-41.350060
1173.828125	-40.453690
1174.072266	-39.851048
1174.316406	-40.249378
1174.560547	-40.530518
1174.804688	-39.745991
1175.048828	-39.073277
1175.292969	-39.142204
1175.537109	-39.332760
1175.781250	-38.870247
1176.025391	-37.826195
1176.269531	-36.996201
1176.513672	-36.968288
1176.757813	-38.111320
1177.001953	-39.729118
1177.246094	-37.758991
1177.490234	-35.296341
1177.734375	-34.894341
1177.978516	-35.997139
1178.222656	-37.156971
1178.466797	-37.033165
1178.710938	-35.854771
1178.955078	-35.738213
1179.199219	-37.660465
1179.443359	-38.919617
1179.687500	-38.786144
1179.931641	-40.351982
1180.175781	-41.204601
1180.419922	-40.024017
1180.664063	-38.632095
1180.908203	-36.959881
1181.152344	-36.275196
1181.396484	-36.497799
1181.640625	-36.083694
1181.884766	-35.198845
1182.128906	-34.911636
1182.373047	-35.476238
1182.617188	-36.228489
1182.861328	-36.373959
1183.105469	-36.733536
1183.349609	-38.578461
1183.593750	-40.972591
1183.837891	-41.554474
1184.082031	-41.002159
1184.326172	-40.687489
1184.570313	-39.544331
1184.814453	-37.941040
1185.058594	-37.721416
1185.302734	-38.501701
1185.546875	-39.170708
1185.791016	-39.437347
1186.035156	-38.643456
1186.279297	-37.946274
1186.523438	-38.138382
1186.767578	-38.092007
1187.011719	-38.743023
1187.255859	-40.416950
1187.500000	-40.212421
1187.744141	-38.260906
1187.988281	-37.172798
1188.232422	-37.370422
1188.476563	-37.627884
1188.720703	-38.349312
1188.964844	-39.436485
1189.208984	-38.823849
1189.453125	-38.174065
1189.697266	-39.091755
1189.941406	-41.062664
1190.185547	-43.531872
1190.429688	-42.826904
1190.673828	-39.277420
1190.917969	-37.172852
1191.162109	-36.378819
1191.406250	-36.338501
1191.650391	-37.125500
1191.894531	-37.905231
1192.138672	-38.048458
1192.382813	-38.388466
1192.626953	-38.804363
1192.871094	-39.605423
1193.115234	-40.884289
1193.359375	-40.661434
1193.603516	-39.269409
1193.847656	-38.098915
1194.091797	-38.317741
1194.335938	-40.310852
1194.580078	-42.912289
1194.824219	-40.958172
1195.068359	-38.729248
1195.312500	-38.516682
1195.556641	-39.743118
1195.800781	-41.745754
1196.044922	-41.912941
1196.289063	-39.961132
1196.533203	-38.820091
1196.777344	-38.809628
1197.021484	-39.782330
1197.265625	-40.691887
1197.509766	-39.544163
1197.753906	-37.842667
1197.998047	-37.388622
1198.242188	-37.670628
1198.486328	-37.172428
1198.730469	-36.556622
1198.974609	-36.630318
1199.218750	-36.786842
1199.462891	-37.074829
1199.707031	-38.153347
1199.951172	-39.715958
1200.195313	-41.221344
1200.439453	-42.487335
1200.683594	-43.485817
1200.927734	-43.748756
1201.171875	-44.089394
1201.416016	-45.015945
1201.660156	-43.934097
1201.904297	-40.919136
1202.148438	-38.629223
1202.392578	-38.066639
1202.636719	-37.885406
1202.880859	-37.027142
1203.125000	-38.071964
1203.369141	-40.187588
1203.613281	-38.911140
1203.857422	-38.390491
1204.101563	-39.892845
1204.345703	-41.469585
1204.589844	-41.542431
1204.833984	-39.919392
1205.078125	-37.635578
1205.322266	-35.953732
1205.566406	-35.435921
1205.810547	-35.909389
1206.054688	-36.779694
1206.298828	-38.421757
1206.542969	-40.762135
1206.787109	-41.259224
1207.031250	-40.552364
1207.275391	-40.866680
1207.519531	-42.873985
1207.763672	-41.567566
1208.007813	-38.443134
1208.251953	-36.696121
1208.496094	-35.780922
1208.740234	-35.884243
1208.984375	-37.527866
1209.228516	-39.954823
1209.472656	-41.410988
1209.716797	-41.456356
1209.960938	-40.222202
1210.205078	-39.173122
1210.449219	-38.471889
1210.693359	-37.650131
1210.937500	-37.019749
1211.181641	-36.470646
1211.425781	-36.321404
1211.669922	-37.083309
1211.914063	-38.041748
1212.158203	-38.856709
1212.402344	-39.578014
1212.646484	-38.631237
1212.890625	-37.403477
1213.134766	-37.846104
1213.378906	-39.677982
1213.623047	-40.900429
1213.867188	-40.215431
1214.111328	-39.068676
1214.355469	-38.105202
1214.599609	-38.252151
1214.843750	-39.433044
1215.087891	-40.474125
1215.332031	-41.163067
1215.576172	-41.021629
1215.820313	-39.348606
1216.064453	-37.567493
1216.308594	-36.609760
1216.552734	-36.332260
1216.796875	-36.400383
1217.041016	-36.488350
1217.285156	-36.450153
1217.529297	-36.759033
1217.773438	-38.274567
1218.017578	-39.950722
1218.261719	-39.665745
1218.505859	-38.396946
1218.750000	-38.055916
1218.994141	-38.738976
1219.238281	-39.517204
1219.482422	-39.151672
1219.726563	-37.910515
1219.970703	-37.641651
1220.214844	-38.094513
1220.458984	-38.901428
1220.703125	-40.382900
1220.947266	-41.096481
1221.191406	-40.412971
1221.435547	-39.227093
1221.679688	-38.129601
1221.923828	-37.331516
1222.167969	-36.705715
1222.412109	-36.352226
1222.656250	-36.446297
1222.900391	-36.862160
1223.144531	-37.689911
1223.388672	-38.791576
1223.632813	-39.783779
1223.876953	-40.786812
1224.121094	-41.121857
1224.365234	-40.370701
1224.609375	-40.415592
1224.853516	-41.153221
1225.097656	-41.093170
1225.341797	-40.205490
1225.585938	-38.641228
1225.830078	-37.707512
1226.074219	-38.520046
1226.318359	-40.947254
1226.562500	-42.451584
1226.806641	-41.592251
1227.050781	-41.715664
1227.294922	-41.717442
1227.539063	-41.034088
1227.783203	-40.079491
1228.027344	-38.460285
1228.271484	-37.289410
1228.515625	-37.244923
1228.759766	-38.186897
1229.003906	-39.825020
1229.248047	-41.435577
1229.492188	-41.639896
1229.736328	-41.502502
1229.980469	-42.134098
1230.224609	-42.828835
1230.468750	-43.171459
1230.712891	-43.966469
1230.957031	-44.907238
1231.201172	-43.107815
1231.445313	-39.947029
1231.689453	-38.544262
1231.933594	-39.310844
1232.177734	-40.966476
1232.421875	-41.565750
1232.666016	-40.542233
1232.910156	-39.469070
1233.154297	-38.461277
1233.398438	-38.038967
1233.642578	-38.772099
1233.886719	-39.201382
1234.130859	-38.918583
1234.375000	-38.978779
1234.619141	-39.495640
1234.863281	-40.351131
1235.107422	-41.594143
1235.351563	-42.157448
1235.595703	-41.908089
1235.839844	-42.098824
1236.083984	-41.907368
1236.328125	-41.114113
1236.572266	-40.772293
1236.816406	-40.475132
1237.060547	-39.578197
1237.304688	-39.168121
1237.548828	-39.487305
1237.792969	-40.668095
1238.037109	-43.010159
1238.281250	-45.472622
1238.525391	-44.881950
1238.769531	-43.425762
1239.013672	-43.839806
1239.257813	-44.852886
1239.501953	-44.063347
1239.746094	-42.813435
1239.990234	-40.862328
1240.234375	-40.113842
1240.478516	-40.969635
1240.722656	-42.762028
1240.966797	-44.659290
1241.210938	-45.238171
1241.455078	-43.848133
1241.699219	-41.563099
1241.943359	-40.502296
1242.187500	-40.768963
1242.431641	-41.472672
1242.675781	-41.823395
1242.919922	-41.854599
1243.164063	-41.072399
1243.408203	-40.982948
