Frequency (Hz)	Level (dB)
2355.468750	-48.768452
2355.712891	-48.123909
2355.957031	-47.292152
2356.201172	-46.760864
2356.445313	-46.637711
2356.689453	-46.719017
2356.933594	-47.008972
2357.177734	-47.186424
2357.421875	-47.271225
2357.666016	-47.311489
2357.910156	-47.269650
2358.154297	-47.565529
2358.398438	-48.322552
2358.642578	-49.084576
2358.886719	-48.737621
2359.130859	-47.936668
2359.375000	-47.692440
2359.619141	-47.899269
2359.863281	-48.257103
2360.107422	-48.578697
2360.351563	-48.827953
2360.595703	-48.851669
2360.839844	-48.301159
2361.083984	-47.290092
2361.328125	-46.796410
2361.572266	-46.768612
2361.816406	-47.144585
2362.060547	-47.848732
2362.304688	-48.607903
2362.548828	-48.896431
2362.792969	-49.135307
2363.037109	-49.264671
2363.281250	-49.352360
2363.525391	-49.119492
2363.769531	-48.191822
2364.013672	-47.099857
2364.257813	-46.488998
2364.501953	-46.669537
2364.746094	-47.885059
2364.990234	-49.443054
2365.234375	-49.906517
2365.478516	-49.086456
2365.722656	-48.189621
2365.966797	-47.838825
2366.210938	-48.258579
2366.455078	-48.460064
2366.699219	-47.610371
2366.943359	-46.540558
2367.187500	-46.150558
2367.431641	-46.637539
2367.675781	-47.819027
2367.919922	-48.976578
2368.164063	-49.498127
2368.408203	-49.939133
2368.652344	-50.086174
2368.896484	-49.723579
2369.140625	-49.379520
2369.384766	-48.885784
2369.628906	-48.304295
2369.873047	-48.328789
2370.117188	-48.497643
2370.361328	-48.523838
2370.605469	-49.069466
2370.849609	-49.482662
2371.093750	-49.501591
2371.337891	-49.533730
2371.582031	-49.235989
2371.826172	-49.183578
2372.070313	-49.176979
2372.314453	-48.575413
2372.558594	-47.759270
2372.802734	-47.316277
2373.046875	-47.554047
2373.291016	-48.350048
2373.535156	-49.256001
2373.779297	-50.141586
2374.023438	-49.991985
2374.267578	-49.208122
2374.511719	-48.508488
2374.755859	-47.893528
2375.000000	-47.814274
2375.244141	-48.211586
2375.488281	-48.092003
2375.732422	-47.270596
2375.976563	-46.690636
2376.220703	-46.481754
2376.464844	-46.786251
2376.708984	-47.343567
2376.953125	-47.841217
2377.197266	-48.394199
2377.441406	-48.112785
2377.685547	-47.314629
2377.929688	-47.080753
2378.173828	-46.922798
2378.417969	-47.051647
2378.662109	-47.416336
2378.906250	-47.715801
2379.150391	-48.857937
2379.394531	-49.205120
2379.638672	-48.450691
2379.882813	-48.277653
2380.126953	-49.180462
2380.371094	-50.735744
2380.615234	-50.972141
2380.859375	-50.187386
2381.103516	-49.627502
2381.347656	-48.603947
2381.591797	-47.374237
2381.835938	-46.870308
2382.080078	-47.192604
2382.324219	-48.026104
2382.568359	-48.641205
2382.812500	-48.609032
2383.056641	-48.341633
2383.300781	-48.231281
2383.544922	-48.094101
2383.789063	-48.066315
2384.033203	-48.570389
2384.277344	-48.441013
2384.521484	-47.409599
2384.765625	-46.681274
2385.009766	-46.669750
2385.253906	-47.153408
2385.498047	-47.679337
2385.742188	-48.260979
2385.986328	-48.715122
2386.230469	-48.540199
2386.474609	-48.289387
2386.718750	-48.235313
2386.962891	-48.546047
2387.207031	-48.446434
2387.451172	-47.383835
2387.695313	-46.798473
2387.939453	-46.926655
2388.183594	-46.854000
2388.427734	-46.786739
2388.671875	-47.101013
2388.916016	-47.791817
2389.160156	-48.608971
2389.404297	-48.872112
2389.648438	-49.155140
2389.892578	-49.237480
2390.136719	-48.050446
2390.380859	-46.844986
2390.625000	-46.776604
2390.869141	-47.877563
2391.113281	-49.081936
2391.357422	-48.968685
2391.601563	-48.215569
2391.845703	-47.759079
2392.089844	-47.932575
2392.333984	-48.465637
2392.578125	-49.301334
2392.822266	-49.985535
2393.066406	-49.386311
2393.310547	-48.143841
2393.554688	-47.449738
2393.798828	-47.494274
2394.042969	-47.802605
2394.287109	-47.877647
2394.531250	-47.681549
2394.775391	-47.316826
2395.019531	-47.195637
2395.263672	-47.448597
2395.507813	-47.997723
2395.751953	-48.447918
2395.996094	-48.332253
2396.240234	-48.128994
2396.484375	-48.206974
2396.728516	-48.486595
2396.972656	-48.965416
2397.216797	-49.013973
2397.460938	-48.706181
2397.705078	-48.666332
2397.949219	-48.399040
2398.193359	-48.308620
2398.437500	-48.858879
2398.681641	-49.239025
2398.925781	-48.735600
2399.169922	-48.039951
2399.414063	-47.628456
2399.658203	-47.440193
2399.902344	-47.306183
2400.146484	-47.616203
2400.390625	-48.318516
2400.634766	-48.360798
2400.878906	-47.827995
2401.123047	-48.006725
2401.367188	-48.747494
2401.611328	-48.956211
2401.855469	-48.247585
2402.099609	-47.551521
2402.343750	-47.444798
2402.587891	-47.934109
2402.832031	-48.410938
2403.076172	-48.234261
2403.320313	-48.178513
2403.564453	-48.477367
2403.808594	-48.447601
2404.052734	-48.447876
2404.296875	-48.713371
2404.541016	-48.313915
2404.785156	-47.368732
2405.029297	-47.017719
2405.273438	-47.065868
2405.517578	-47.061535
2405.761719	-47.189720
2406.005859	-47.659706
2406.250000	-48.019581
2406.494141	-48.114532
2406.738281	-48.494690
2406.982422	-49.025806
2407.226563	-49.283680
2407.470703	-49.212536
2407.714844	-48.906574
2407.958984	-48.656975
2408.203125	-48.092770
2408.447266	-47.921741
2408.691406	-48.187061
2408.935547	-48.711506
2409.179688	-49.213493
2409.423828	-48.739483
2409.667969	-48.221016
2409.912109	-48.526718
2410.156250	-48.610935
2410.400391	-47.682079
2410.644531	-46.849960
2410.888672	-46.288242
2411.132813	-46.275238
2411.376953	-47.654179
2411.621094	-49.176769
2411.865234	-48.829571
2412.109375	-48.133217
2412.353516	-48.081440
2412.597656	-48.618572
2412.841797	-49.087376
2413.085938	-48.440441
2413.330078	-47.402328
2413.574219	-46.745335
2413.818359	-46.857841
2414.062500	-47.137547
2414.306641	-46.941204
2414.550781	-46.866688
2414.794922	-47.781952
2415.039063	-48.650150
2415.283203	-47.675327
2415.527344	-46.850105
2415.771484	-47.041000
2416.015625	-46.952370
2416.259766	-46.743713
2416.503906	-46.985390
2416.748047	-47.188728
2416.992188	-47.394058
2417.236328	-48.031246
2417.480469	-48.878830
2417.724609	-49.046871
2417.968750	-48.099407
2418.212891	-47.385876
2418.457031	-47.539108
2418.701172	-47.759205
2418.945313	-47.342522
2419.189453	-46.681404
2419.433594	-46.285744
2419.677734	-46.559525
2419.921875	-47.480900
2420.166016	-47.868176
2420.410156	-47.687145
2420.654297	-47.499249
2420.898438	-47.116058
2421.142578	-47.095623
2421.386719	-47.945213
2421.630859	-48.556873
2421.875000	-48.670952
2422.119141	-48.520550
2422.363281	-48.029499
2422.607422	-47.839935
2422.851563	-47.901905
2423.095703	-47.964062
2423.339844	-48.210361
2423.583984	-48.720787
2423.828125	-49.182514
2424.072266	-49.051254
2424.316406	-48.145256
2424.560547	-47.105457
2424.804688	-46.362602
2425.048828	-46.222160
2425.292969	-46.961483
2425.537109	-47.323620
2425.781250	-47.307487
2426.025391	-47.618469
2426.269531	-48.369896
2426.513672	-48.463585
2426.757813	-47.334110
2427.001953	-46.421524
2427.246094	-46.762363
2427.490234	-47.976902
2427.734375	-48.233482
2427.978516	-47.051220
2428.222656	-46.371601
2428.466797	-46.889492
2428.710938	-47.300770
2428.955078	-46.579380
2429.199219	-46.216698
2429.443359	-47.179829
2429.687500	-48.813759
2429.931641	-49.194630
2430.175781	-48.476536
2430.419922	-48.706402
2430.664063	-49.320122
2430.908203	-49.415482
2431.152344	-49.332615
2431.396484	-48.256733
2431.640625	-47.828152
2431.884766	-48.584698
2432.128906	-48.914459
2432.373047	-48.191704
2432.617188	-47.397129
2432.861328	-47.187309
2433.105469	-47.392071
2433.349609	-47.546410
2433.593750	-47.703911
2433.837891	-47.652279
2434.082031	-47.335091
2434.326172	-47.470135
2434.570313	-48.196663
2434.814453	-48.778137
2435.058594	-48.654400
2435.302734	-48.101288
2435.546875	-47.822090
2435.791016	-48.237690
2436.035156	-48.883846
2436.279297	-48.780144
2436.523438	-48.183025
2436.767578	-48.317829
2437.011719	-49.262520
2437.255859	-50.047028
2437.500000	-49.409767
2437.744141	-48.648075
2437.988281	-49.317097
2438.232422	-49.694122
2438.476563	-48.394218
2438.720703	-47.926620
2438.964844	-48.531448
2439.208984	-48.902290
2439.453125	-48.420414
2439.697266	-47.459949
2439.941406	-46.823639
2440.185547	-47.008633
2440.429688	-47.671867
2440.673828	-47.915951
2440.917969	-47.599945
2441.162109	-47.213314
2441.406250	-47.199486
2441.650391	-47.838242
2441.894531	-48.747005
2442.138672	-48.859009
2442.382813	-48.442966
2442.626953	-48.244423
2442.871094	-48.497128
2443.115234	-48.517551
2443.359375	-48.288094
2443.603516	-48.482456
2443.847656	-48.824276
2444.091797	-49.402191
2444.335938	-49.751102
2444.580078	-49.636166
2444.824219	-49.810089
2445.068359	-49.651207
2445.312500	-48.665703
2445.556641	-47.761044
2445.800781	-47.901756
2446.044922	-48.659664
2446.289063	-49.296970
2446.533203	-48.754631
2446.777344	-47.807968
2447.021484	-47.964161
2447.265625	-49.134399
2447.509766	-49.450558
2447.753906	-48.538891
2447.998047	-48.048084
2448.242188	-48.050541
2448.486328	-47.774498
2448.730469	-48.048645
2448.974609	-48.784737
2449.218750	-48.867081
2449.462891	-48.657745
2449.707031	-48.733074
2449.951172	-49.195385
2450.195313	-49.568657
2450.439453	-49.532528
2450.683594	-49.672268
2450.927734	-49.606483
2451.171875	-48.911522
2451.416016	-48.028095
2451.660156	-47.058941
2451.904297	-46.555630
2452.148438	-46.968601
2452.392578	-47.968658
2452.636719	-48.714977
2452.880859	-48.584991
2453.125000	-48.567329
2453.369141	-48.940525
2453.613281	-49.290272
2453.857422	-49.851418
2454.101563	-50.025181
2454.345703	-49.364674
2454.589844	-49.403465
2454.833984	-49.456604
2455.078125	-48.968441
2455.322266	-49.057114
2455.566406	-49.559383
2455.810547	-49.374458
2456.054688	-48.673256
2456.298828	-48.103245
2456.542969	-47.722683
2456.787109	-47.554035
2457.031250	-47.513927
2457.275391	-47.280094
2457.519531	-46.925861
2457.763672	-46.962193
2458.007813	-47.990215
2458.251953	-49.425682
2458.496094	-50.430786
2458.740234	-51.090984
2458.984375	-50.450775
2459.228516	-49.277637
2459.472656	-48.550838
2459.716797	-48.503197
2459.960938	-48.458397
2460.205078	-47.857212
2460.449219	-47.649868
2460.693359	-48.005489
2460.937500	-48.590496
2461.181641	-49.673195
2461.425781	-50.411953
2461.669922	-50.104713
2461.914063	-49.873863
2462.158203	-49.872795
2462.402344	-50.025799
2462.646484	-49.560841
2462.890625	-49.116085
2463.134766	-48.640293
2463.378906	-48.372498
2463.623047	-48.688595
2463.867188	-49.186295
2464.111328	-49.090736
2464.355469	-48.543404
2464.599609	-48.624264
2464.843750	-48.995308
2465.087891	-48.768635
2465.332031	-48.468906
2465.576172	-48.024052
2465.820313	-47.341087
2466.064453	-47.179611
2466.308594	-47.251099
2466.552734	-47.648640
2466.796875	-48.551266
2467.041016	-48.720116
2467.285156	-48.033657
2467.529297	-47.624130
2467.773438	-47.878284
2468.017578	-48.361160
2468.261719	-49.118507
2468.505859	-49.589718
2468.750000	-48.971699
2468.994141	-48.603691
2469.238281	-48.966343
2469.482422	-49.407833
2469.726563	-49.604218
2469.970703	-49.953701
2470.214844	-50.334324
2470.458984	-50.002632
2470.703125	-49.180767
2470.947266	-49.263138
2471.191406	-49.657349
2471.435547	-49.156570
2471.679688	-48.149090
2471.923828	-47.684322
2472.167969	-48.146999
2472.412109	-49.327969
2472.656250	-50.084332
2472.900391	-49.814461
2473.144531	-49.843884
2473.388672	-49.871807
2473.632813	-48.940502
2473.876953	-48.025715
2474.121094	-47.818150
2474.365234	-47.982643
2474.609375	-48.737759
2474.853516	-50.228207
2475.097656	-50.906540
2475.341797	-50.556053
2475.585938	-50.205475
2475.830078	-49.728069
2476.074219	-49.321636
2476.318359	-49.487534
2476.562500	-49.614178
2476.806641	-49.500919
2477.050781	-49.577229
2477.294922	-49.849850
2477.539063	-49.621391
2477.783203	-48.855476
2478.027344	-48.882267
2478.271484	-48.965908
2478.515625	-48.537670
2478.759766	-48.848053
2479.003906	-49.386585
2479.248047	-49.282997
2479.492188	-48.654278
2479.736328	-48.167091
2479.980469	-48.090508
2480.224609	-48.304108
2480.468750	-48.582859
2480.712891	-48.910267
2480.957031	-49.144955
2481.201172	-49.210766
2481.445313	-49.246086
2481.689453	-49.473148
2481.933594	-49.700798
2482.177734	-49.588684
2482.421875	-49.172276
2482.666016	-48.534748
2482.910156	-47.800865
2483.154297	-47.260834
2483.398438	-47.136127
2483.642578	-47.450130
2483.886719	-47.953499
2484.130859	-48.641933
2484.375000	-49.127026
2484.619141	-48.932777
2484.863281	-48.677830
2485.107422	-49.151825
2485.351563	-49.591328
2485.595703	-49.567577
2485.839844	-49.642296
2486.083984	-49.485001
2486.328125	-48.926186
2486.572266	-48.516571
2486.816406	-48.359928
2487.060547	-48.553120
2487.304688	-48.765633
2487.548828	-48.699852
2487.792969	-48.811047
2488.037109	-48.746830
2488.281250	-48.558201
2488.525391	-48.672749
2488.769531	-48.233006
2489.013672	-46.975685
2489.257813	-46.104908
2489.501953	-46.361202
2489.746094	-47.546040
2489.990234	-48.617931
2490.234375	-49.003033
2490.478516	-48.983021
2490.722656	-49.005302
2490.966797	-48.910545
2491.210938	-48.749336
2491.455078	-48.897663
2491.699219	-48.747723
2491.943359	-48.171932
2492.187500	-47.720547
2492.431641	-47.918983
2492.675781	-48.780460
2492.919922	-49.226822
2493.164063	-49.421288
2493.408203	-49.554268
2493.652344	-48.444092
2493.896484	-47.070484
2494.140625	-47.064022
2494.384766	-48.103111
2494.628906	-49.179249
2494.873047	-49.674511
2495.117188	-49.538326
2495.361328	-48.871723
2495.605469	-48.278603
2495.849609	-47.969486
2496.093750	-48.311951
2496.337891	-49.109497
2496.582031	-49.575253
2496.826172	-49.515324
2497.070313	-49.173775
2497.314453	-48.690777
2497.558594	-48.081966
2497.802734	-47.792965
2498.046875	-48.118362
2498.291016	-48.446995
2498.535156	-48.706627
2498.779297	-49.443897
2499.023438	-50.116188
2499.267578	-50.279274
2499.511719	-49.907566
2499.755859	-49.199368
2500.000000	-48.733624
2500.244141	-48.952946
2500.488281	-49.554329
2500.732422	-49.145893
2500.976563	-48.587631
2501.220703	-49.093182
2501.464844	-49.543968
2501.708984	-49.305470
2501.953125	-49.435932
2502.197266	-49.801956
2502.441406	-49.811661
2502.685547	-49.436974
2502.929688	-49.045448
2503.173828	-48.739487
2503.417969	-48.239933
2503.662109	-47.785995
2503.906250	-47.994583
2504.150391	-48.941086
2504.394531	-49.943462
2504.638672	-50.601658
2504.882813	-51.191559
2505.126953	-51.402447
2505.371094	-50.689110
2505.615234	-49.600315
2505.859375	-48.255867
2506.103516	-47.304096
2506.347656	-47.456539
2506.591797	-48.576588
2506.835938	-49.328239
2507.080078	-49.429787
2507.324219	-49.397381
2507.568359	-49.354317
2507.812500	-49.301601
2508.056641	-49.148277
2508.300781	-48.454987
2508.544922	-47.715454
2508.789063	-47.667458
2509.033203	-48.219601
2509.277344	-48.489288
2509.521484	-48.168922
2509.765625	-47.844181
2510.009766	-48.490208
2510.253906	-50.240345
2510.498047	-51.248669
2510.742188	-50.230812
2510.986328	-48.671593
2511.230469	-47.879673
2511.474609	-48.107498
2511.718750	-48.778728
2511.962891	-49.246029
2512.207031	-49.072941
2512.451172	-48.402504
2512.695313	-48.149895
2512.939453	-48.571728
2513.183594	-48.826138
2513.427734	-49.046043
2513.671875	-49.477707
2513.916016	-49.542744
2514.160156	-48.852211
2514.404297	-48.329903
2514.648438	-48.482449
2514.892578	-48.799099
2515.136719	-49.001705
2515.380859	-48.827816
2515.625000	-48.292549
2515.869141	-48.179882
2516.113281	-48.895226
2516.357422	-49.710018
2516.601563	-50.203896
2516.845703	-50.279621
2517.089844	-50.368076
2517.333984	-50.660225
2517.578125	-50.983845
2517.822266	-51.296902
2518.066406	-50.901600
2518.310547	-50.047901
2518.554688	-49.588509
2518.798828	-49.722134
2519.042969	-49.804253
2519.287109	-49.734188
2519.531250	-50.513817
2519.775391	-51.412510
2520.019531	-51.105911
2520.263672	-50.961792
2520.507813	-51.475895
2520.751953	-51.698387
2520.996094	-51.527187
2521.240234	-50.846558
2521.484375	-50.219143
2521.728516	-49.976971
2521.972656	-50.178543
2522.216797	-51.157616
2522.460938	-51.763508
2522.705078	-51.082203
2522.949219	-50.158562
2523.193359	-49.673042
2523.437500	-49.831333
2523.681641	-50.408836
2523.925781	-50.280361
2524.169922	-49.696735
2524.414063	-49.764072
2524.658203	-50.302605
2524.902344	-51.327816
2525.146484	-52.439362
2525.390625	-52.965942
2525.634766	-52.885727
2525.878906	-52.231270
2526.123047	-51.688713
2526.367188	-51.222816
2526.611328	-50.717575
2526.855469	-50.787872
2527.099609	-50.940533
2527.343750	-50.759670
2527.587891	-50.772854
2527.832031	-50.818710
2528.076172	-50.702538
2528.320313	-50.872124
2528.564453	-50.985451
2528.808594	-50.502075
2529.052734	-50.228523
2529.296875	-50.582733
2529.541016	-50.396618
2529.785156	-49.871090
2530.029297	-50.242962
2530.273438	-50.821842
2530.517578	-50.475101
2530.761719	-50.209053
2531.005859	-50.653004
2531.250000	-50.785686
2531.494141	-50.407082
2531.738281	-50.005783
2531.982422	-50.043594
2532.226563	-50.123432
2532.470703	-49.896664
2532.714844	-49.419819
2532.958984	-48.826008
2533.203125	-49.110134
2533.447266	-50.375900
2533.691406	-51.416538
2533.935547	-51.550812
2534.179688	-51.633759
2534.423828	-51.608738
2534.667969	-51.133720
2534.912109	-50.973301
2535.156250	-51.276760
2535.400391	-51.705803
2535.644531	-51.720844
2535.888672	-50.793354
2536.132813	-49.811184
2536.376953	-48.898609
2536.621094	-48.615253
2536.865234	-49.417870
2537.109375	-50.612576
2537.353516	-51.321228
2537.597656	-51.456928
2537.841797	-51.230968
2538.085938	-51.263519
2538.330078	-51.970341
2538.574219	-52.250641
2538.818359	-50.968952
2539.062500	-49.864407
2539.306641	-49.654404
2539.550781	-50.127651
2539.794922	-50.746490
2540.039063	-51.056953
2540.283203	-50.642414
2540.527344	-50.160957
2540.771484	-50.510788
2541.015625	-51.257324
2541.259766	-51.278412
2541.503906	-50.413700
2541.748047	-49.546581
2541.992188	-48.737801
2542.236328	-48.496960
2542.480469	-49.149990
2542.724609	-50.776436
2542.968750	-52.139343
2543.212891	-51.856956
2543.457031	-51.207676
2543.701172	-51.043873
2543.945313	-51.340382
2544.189453	-51.788750
2544.433594	-51.445374
2544.677734	-50.720211
2544.921875	-50.404892
2545.166016	-50.495152
2545.410156	-50.583229
2545.654297	-50.301693
2545.898438	-49.950199
2546.142578	-49.291248
2546.386719	-49.219082
2546.630859	-50.587429
2546.875000	-52.223885
2547.119141	-52.597885
2547.363281	-52.540852
2547.607422	-51.609737
2547.851563	-50.188950
2548.095703	-49.809029
2548.339844	-49.866772
2548.583984	-49.859051
2548.828125	-50.121773
2549.072266	-50.677502
2549.316406	-51.286896
2549.560547	-52.280472
2549.804688	-52.923176
2550.048828	-51.934460
2550.292969	-50.895184
2550.537109	-51.027363
2550.781250	-51.871685
2551.025391	-51.843002
2551.269531	-50.888294
2551.513672	-50.317551
2551.757813	-50.246605
2552.001953	-50.037319
2552.246094	-50.223923
2552.490234	-51.358994
2552.734375	-52.158329
2552.978516	-52.086792
2553.222656	-51.677166
2553.466797	-50.662846
2553.710938	-49.622387
2553.955078	-49.199707
2554.199219	-49.129108
2554.443359	-49.497505
2554.687500	-49.880352
2554.931641	-50.109035
2555.175781	-50.513065
2555.419922	-51.415947
2555.664063	-52.139709
2555.908203	-51.275673
2556.152344	-50.252361
2556.396484	-49.730701
2556.640625	-49.842503
2556.884766	-50.485344
2557.128906	-50.899254
2557.373047	-51.221756
2557.617188	-51.214371
2557.861328	-50.740711
2558.105469	-50.398876
2558.349609	-50.342655
2558.593750	-50.081093
2558.837891	-50.029644
2559.082031	-49.806568
2559.326172	-49.156601
2559.570313	-49.156445
2559.814453	-49.951759
2560.058594	-51.050106
2560.302734	-52.040237
2560.546875	-51.262306
2560.791016	-50.091656
2561.035156	-50.105701
2561.279297	-50.651737
2561.523438	-50.633724
2561.767578	-50.217941
2562.011719	-50.273529
2562.255859	-50.475269
2562.500000	-50.536560
2562.744141	-51.151249
2562.988281	-51.632332
2563.232422	-51.129112
2563.476563	-50.061676
2563.720703	-49.478748
2563.964844	-49.945808
2564.208984	-50.558743
2564.453125	-50.167484
2564.697266	-49.697617
2564.941406	-49.722157
2565.185547	-50.085819
2565.429688	-50.321507
2565.673828	-50.460899
2565.917969	-51.373814
2566.162109	-52.446705
2566.406250	-52.181553
2566.650391	-51.769661
2566.894531	-51.550034
2567.138672	-50.848923
2567.382813	-50.086197
2567.626953	-50.080151
2567.871094	-50.724922
2568.115234	-51.698826
2568.359375	-51.836506
2568.603516	-51.657364
2568.847656	-51.663567
2569.091797	-51.318794
2569.335938	-50.702091
2569.580078	-50.152786
2569.824219	-50.202469
2570.068359	-50.581604
2570.312500	-50.106899
2570.556641	-49.366890
2570.800781	-49.381676
2571.044922	-49.429127
2571.289063	-49.529957
2571.533203	-50.546207
2571.777344	-51.887329
2572.021484	-52.419334
2572.265625	-51.722439
2572.509766	-50.923065
2572.753906	-51.107635
2572.998047	-50.933868
2573.242188	-50.137657
2573.486328	-49.781609
2573.730469	-49.586704
2573.974609	-49.641296
2574.218750	-49.668034
2574.462891	-49.624271
2574.707031	-49.949390
2574.951172	-50.818306
2575.195313	-51.780518
2575.439453	-51.906517
2575.683594	-51.144375
2575.927734	-50.666763
2576.171875	-50.511688
2576.416016	-50.131916
2576.660156	-49.616631
2576.904297	-49.248924
2577.148438	-49.179699
2577.392578	-49.278080
2577.636719	-49.602882
2577.880859	-50.347263
2578.125000	-51.155396
2578.369141	-51.366100
2578.613281	-51.393280
2578.857422	-51.812012
2579.101563	-51.621708
2579.345703	-49.843971
2579.589844	-48.387966
2579.833984	-48.348434
2580.078125	-49.187965
2580.322266	-50.210182
2580.566406	-50.570885
2580.810547	-49.973801
2581.054688	-50.033424
2581.298828	-50.849266
2581.542969	-51.671574
2581.787109	-51.507912
2582.031250	-50.903893
2582.275391	-50.293484
2582.519531	-50.096737
2582.763672	-50.216415
2583.007813	-50.552658
2583.251953	-50.454681
2583.496094	-49.779377
2583.740234	-49.799103
2583.984375	-50.272282
2584.228516	-50.470753
2584.472656	-50.510651
2584.716797	-50.783894
2584.960938	-51.011024
2585.205078	-50.527988
2585.449219	-50.176380
2585.693359	-50.052406
2585.937500	-50.421143
2586.181641	-50.824673
2586.425781	-50.873062
2586.669922	-50.781898
2586.914063	-50.895229
2587.158203	-51.302368
2587.402344	-51.239799
2587.646484	-51.359093
2587.890625	-51.123352
2588.134766	-50.505459
2588.378906	-50.224876
2588.623047	-50.632599
2588.867188	-51.176655
2589.111328	-51.059055
2589.355469	-51.050644
2589.599609	-51.336407
2589.843750	-51.543018
2590.087891	-51.919632
2590.332031	-52.371693
2590.576172	-52.694115
2590.820313	-51.606548
2591.064453	-50.410442
2591.308594	-50.151413
2591.552734	-50.525429
2591.796875	-50.260536
2592.041016	-49.826317
2592.285156	-49.980957
2592.529297	-50.818554
2592.773438	-51.724770
2593.017578	-52.476238
2593.261719	-51.994400
2593.505859	-51.067032
2593.750000	-51.744411
2593.994141	-52.434616
2594.238281	-51.409508
2594.482422	-50.725170
2594.726563	-50.874382
2594.970703	-51.078285
2595.214844	-50.664383
2595.458984	-50.064209
2595.703125	-50.409737
2595.947266	-51.246059
2596.191406	-51.357834
2596.435547	-51.504574
2596.679688	-52.501263
2596.923828	-51.716896
2597.167969	-50.146786
2597.412109	-49.379387
2597.656250	-49.510689
2597.900391	-49.804962
2598.144531	-49.756119
2598.388672	-49.600536
2598.632813	-49.700947
2598.876953	-50.302814
2599.121094	-51.019691
2599.365234	-51.435841
2599.609375	-51.685719
2599.853516	-51.209854
2600.097656	-50.441051
2600.341797	-50.461136
2600.585938	-50.819077
2600.830078	-51.026752
2601.074219	-50.867386
2601.318359	-50.353203
2601.562500	-50.238720
2601.806641	-50.725048
2602.050781	-51.073929
2602.294922	-50.613388
2602.539063	-50.304214
2602.783203	-50.247692
2603.027344	-49.800285
2603.271484	-50.238625
2603.515625	-51.352695
2603.759766	-51.507584
2604.003906	-50.796280
2604.248047	-49.862099
2604.492188	-49.380745
2604.736328	-49.593857
2604.980469	-50.654819
2605.224609	-51.715641
2605.468750	-51.762146
2605.712891	-51.737873
2605.957031	-51.455467
2606.201172	-50.325748
2606.445313	-49.541862
2606.689453	-49.554882
2606.933594	-49.687569
2607.177734	-49.387272
2607.421875	-49.172867
2607.666016	-49.582352
2607.910156	-50.055832
2608.154297	-49.395309
2608.398438	-48.821198
2608.642578	-48.928837
2608.886719	-49.128975
2609.130859	-49.290745
2609.375000	-49.763256
2609.619141	-50.345577
2609.863281	-50.110828
2610.107422	-49.579327
2610.351563	-49.406761
2610.595703	-49.836826
2610.839844	-50.817394
2611.083984	-51.620678
2611.328125	-52.120499
2611.572266	-51.071537
2611.816406	-49.424469
2612.060547	-48.950172
2612.304688	-49.411278
2612.548828	-49.874104
2612.792969	-50.064571
2613.037109	-50.428909
2613.281250	-50.559647
2613.525391	-50.204411
2613.769531	-49.683395
2614.013672	-49.245415
2614.257813	-48.962914
2614.501953	-48.471046
2614.746094	-48.345528
2614.990234	-49.795448
2615.234375	-51.272152
2615.478516	-50.895664
2615.722656	-50.046417
2615.966797	-49.629059
2616.210938	-49.498211
2616.455078	-49.695045
2616.699219	-50.017242
2616.943359	-49.995934
2617.187500	-49.461239
2617.431641	-48.736305
2617.675781	-49.043266
2617.919922	-49.617493
2618.164063	-49.494995
2618.408203	-49.633186
2618.652344	-49.894062
2618.896484	-49.661354
2619.140625	-48.933323
2619.384766	-49.083706
2619.628906	-49.906734
2619.873047	-49.140030
2620.117188	-47.815929
2620.361328	-48.522991
2620.605469	-50.103561
2620.849609	-50.270218
2621.093750	-49.834038
2621.337891	-49.912167
2621.582031	-50.729599
2621.826172	-51.351387
2622.070313	-51.369034
2622.314453	-51.602379
2622.558594	-51.582870
2622.802734	-50.850178
2623.046875	-49.953453
2623.291016	-49.471119
2623.535156	-49.336407
2623.779297	-49.324482
2624.023438	-49.403545
2624.267578	-49.490513
2624.511719	-50.102413
2624.755859	-50.263924
2625.000000	-49.215313
2625.244141	-49.032089
2625.488281	-49.986912
2625.732422	-49.765163
2625.976563	-48.727089
2626.220703	-48.474838
2626.464844	-49.074081
2626.708984	-49.968510
2626.953125	-50.604870
2627.197266	-50.662895
2627.441406	-50.590065
2627.685547	-50.295589
2627.929688	-50.415997
2628.173828	-50.993732
2628.417969	-51.242226
2628.662109	-50.992630
2628.906250	-50.440502
2629.150391	-49.748375
2629.394531	-48.585541
2629.638672	-48.269310
2629.882813	-49.438576
2630.126953	-50.917385
2630.371094	-51.124733
2630.615234	-50.433765
2630.859375	-49.658791
2631.103516	-49.173328
2631.347656	-48.842373
2631.591797	-48.317307
2631.835938	-47.907703
2632.080078	-48.267250
2632.324219	-49.106979
2632.568359	-49.713776
2632.812500	-50.285568
2633.056641	-50.816814
2633.300781	-51.036655
2633.544922	-51.203598
2633.789063	-52.388786
2634.033203	-52.952332
2634.277344	-51.492672
2634.521484	-50.125393
2634.765625	-49.202957
2635.009766	-48.913620
2635.253906	-49.597836
2635.498047	-50.122292
2635.742188	-50.190144
2635.986328	-50.520737
2636.230469	-50.616867
2636.474609	-50.438366
2636.718750	-50.812641
2636.962891	-51.516968
2637.207031	-51.290684
2637.451172	-49.670177
2637.695313	-48.972549
2637.939453	-50.320011
2638.183594	-50.863094
2638.427734	-50.680264
2638.671875	-50.827229
2638.916016	-50.713947
2639.160156	-50.735176
2639.404297	-50.378395
2639.648438	-49.831226
